,rooms,area,price
332,3,82.11,420.0
333,2,36.2,197.833
334,2,36.9,205.349
335,3,65.0,325.9
336,4,95.34,480.0
337,2,86.0,799.0
338,2,44.35,283.0
339,2,44.68,303.0
340,2,41.9,226.218
341,2,47.0,287.8
342,2,47.7,301.7
343,3,63.9,397.7
344,2,56.0,399.0
345,2,35.9,188.141
346,1,33.63,188.3
347,2,36.5,191.285
348,2,36.9,192.85
349,2,37.68,207.0
350,2,40.68,231.8
351,2,46.3,289.0
352,3,56.45,310.4
353,3,52.5,330.0
354,3,53.54,343.0
355,2,60.0,600.0
356,2,44.5,240.256
357,3,52.2,271.0
358,2,47.2,311.0
359,3,65.7,341.0
360,1,33.22,182.7
361,2,36.88,202.0
362,2,40.94,225.0
363,2,45.33,253.8
364,2,40.11,254.1
365,2,44.85,269.5
366,2,48.68,283.0
367,3,63.17,372.9
368,1,28.14,158.7
369,1,28.14,160.1
370,2,38.32,212.8
371,3,43.73,224.8
372,2,48.4,256.0
373,4,78.9,481.0
374,2,37.68,207.24
375,3,49.45,271.975
376,3,55.42,330.7
377,2,50.1,349.447
378,3,70.2,489.645
379,3,55.13,335.0
380,4,107.0,360.0
381,3,48.27,265.485
382,3,49.89,274.0
383,2,40.31,255.0
384,2,41.08,264.0
385,1,31.3,273.0
386,1,31.3,273.0
387,2,43.2,273.0
388,2,45.53,274.0
389,2,45.53,279.0
390,2,47.75,300.0
391,2,47.21,300.0
392,2,48.1,300.0
393,2,46.46,305.0
394,2,48.64,305.0
395,2,49.79,310.0
396,2,47.21,315.0
397,2,48.1,315.0
398,2,48.59,315.0
399,2,48.33,315.0
400,3,53.67,329.0
401,3,55.02,329.0
402,3,55.03,335.0
403,3,55.03,340.0
404,3,57.45,345.0
405,3,55.91,345.0
406,3,56.07,345.0
407,3,57.81,345.0
408,3,57.84,345.0
409,3,56.17,345.0
410,3,56.71,345.0
411,3,55.55,345.0
412,3,57.45,349.0
413,3,55.91,349.0
414,3,56.06,349.0
415,3,58.64,349.0
416,3,56.17,349.0
417,3,56.71,349.0
418,3,55.35,349.0
419,3,56.91,351.0
420,3,55.22,351.0
421,3,56.81,351.0
422,3,55.91,354.0
423,3,56.06,354.0
424,3,56.71,354.0
425,3,58.7,354.0
426,3,56.17,355.0
427,3,55.22,356.0
428,3,55.55,356.0
429,3,56.81,356.0
430,3,56.38,357.0
431,3,55.91,359.0
432,3,56.06,359.0
433,3,57.83,359.0
434,3,59.2,359.0
435,3,59.27,359.0
436,3,56.17,359.0
437,3,56.71,359.0
438,3,56.71,359.0
439,3,58.7,359.0
440,3,59.28,359.0
441,3,60.61,359.0
442,3,55.22,361.0
443,3,55.22,361.0
444,3,55.55,361.0
445,3,59.31,361.0
446,3,56.38,362.0
447,3,58.64,364.0
448,3,59.2,364.0
449,3,58.7,364.0
450,3,59.29,366.0
451,3,60.64,366.0
452,3,56.81,366.0
453,3,56.71,367.0
454,3,56.38,367.0
455,3,56.71,367.0
456,3,56.38,367.0
457,3,62.0,369.0
458,3,59.27,369.0
459,3,59.29,369.0
460,3,59.29,370.0
461,3,62.0,374.0
462,3,63.18,374.0
463,3,56.24,374.0
464,3,59.29,376.0
465,3,100.0,379.0
466,3,62.0,379.0
467,3,59.03,379.0
468,3,63.22,379.0
469,3,58.72,379.0
470,3,63.83,383.0
471,3,62.0,384.0
472,3,62.0,384.0
473,3,66.34,384.0
474,3,66.3,384.0
475,3,65.67,384.0
476,3,63.19,385.0
477,3,66.3,389.0
478,3,66.33,389.0
479,3,63.83,389.0
480,3,65.67,389.0
481,3,63.22,391.0
482,3,63.19,391.0
483,3,63.19,391.0
484,3,66.3,394.0
485,3,66.33,394.0
486,3,65.67,394.0
487,3,63.83,395.0
488,3,63.6,396.0
489,3,66.3,399.0
490,3,66.3,399.0
491,3,66.34,399.0
492,3,66.33,399.0
493,3,65.67,399.0
494,3,65.67,399.0
495,3,69.88,413.0
496,3,69.89,413.0
497,4,75.3,419.798
498,3,69.96,420.0
499,3,69.95,420.0
500,3,69.96,426.0
501,3,69.95,426.0
502,3,68.49,432.0
503,3,69.96,433.0
504,3,69.96,433.0
505,3,69.95,433.0
506,4,79.57,469.0
507,4,81.09,479.0
508,4,81.08,484.0
509,3,85.59,487.007
510,4,81.08,489.0
511,4,81.08,494.0
512,4,81.08,494.0
513,4,81.08,494.0
514,4,86.11,514.0
515,4,87.98,519.0
516,4,87.98,524.0
517,4,92.6,529.0
518,4,87.98,529.0
519,4,87.98,534.0
520,4,87.98,534.0
521,4,92.6,539.0
522,4,92.6,549.0
523,4,91.01,555.0
524,4,94.36,562.0
525,4,94.36,575.0
526,4,139.0,850.0
527,2,38.2,250.0
528,2,29.4,259.0
529,2,29.4,259.0
530,3,56.0,310.0
531,3,48.0,359.0
532,2,46.0,420.0
533,4,87.8,500.0
534,3,80.0,710.0
535,3,80.0,710.0
536,3,54.0,334.0
537,3,67.0,395.0
538,3,72.4,399.0
539,3,74.0,410.0
540,4,88.0,475.0
541,4,92.77,494.0
542,2,34.19,199.0
543,2,42.09,230.0
544,2,42.18,240.0
545,2,44.63,250.069
546,3,49.47,290.0
547,3,48.0,310.0
548,3,65.1,315.0
549,3,56.61,319.0
550,3,61.42,333.3
551,3,61.46,333.3
552,3,61.06,333.3
553,2,55.0,355.0
554,2,55.0,355.0
555,4,67.58,375.0
556,4,74.18,390.0
557,4,73.57,390.0
558,4,73.93,390.0
559,3,70.0,395.5
560,3,86.0,409.5
561,5,79.64,420.0
562,3,63.0,450.0
563,4,92.54,484.0
564,4,150.0,554.0
565,4,98.0,610.0
566,3,73.0,620.0
567,2,62.0,750.0
568,3,140.0,1890.0
569,5,96.0,435.0
570,4,77.0,450.0
571,2,60.75,699.0
572,3,80.0,710.0
573,2,52.6,899.0
574,2,38.0,317.0
575,3,57.0,335.0
576,3,63.0,335.0
577,3,52.0,338.0
578,2,47.0,349.0
579,3,58.63,379.0
580,3,54.0,385.0
581,3,75.2,430.0
582,3,60.0,450.0
583,4,88.0,499.0
584,3,88.96,590.0
585,4,116.56,615.0
586,7,106.0,830.0
587,4,125.0,950.0
588,4,84.0,1200.0
589,1,20.0,168.0
590,2,52.0,249.0
591,1,38.0,260.0
592,2,49.6,297.5
593,2,48.0,300.0
594,2,38.69,309.0
595,3,75.0,309.0
596,3,63.0,315.0
597,4,71.6,350.0
598,3,63.9,350.0
599,2,48.1,350.0
600,3,65.0,359.0
601,2,53.0,365.0
602,4,84.0,440.0
603,4,74.0,440.0
604,4,95.1,579.0
605,3,100.0,580.0
606,5,126.0,599.0
607,4,116.56,640.0
608,4,120.0,660.0
609,4,100.0,690.0
610,4,100.59,730.0
611,2,36.79,194.987
612,2,35.74,213.582
613,2,34.34,215.0
614,3,59.76,235.0
615,2,42.26,244.549
616,2,43.21,250.0
617,2,42.85,250.0
618,2,43.13,255.0
619,2,45.51,255.0
620,2,44.93,260.0
621,3,49.45,262.085
622,2,44.49,275.0
623,2,55.0,275.0
624,3,52.81,279.893
625,3,49.0,285.0
626,1,40.0,285.0
627,3,66.0,299.999
628,3,49.68,320.0
629,3,74.0,330.0
630,3,57.03,330.0
631,2,45.8,339.0
632,3,61.48,340.0
633,2,47.0,345.0
634,2,50.0,349.0
635,2,62.27,350.0
636,4,72.42,365.0
637,3,61.54,388.0
638,1,47.0,390.0
639,4,93.96,399.0
640,4,74.36,403.775
641,3,81.77,419.0
642,3,71.6,442.13
643,4,92.69,445.0
644,4,95.39,459.0
645,4,97.9,470.0
646,3,70.0,471.0
647,4,100.1,480.0
648,3,69.91,499.0
649,4,112.87,550.0
650,3,67.2,566.0
651,4,83.5,676.35
652,4,80.4,680.0
653,5,123.0,850.0
654,3,56.05,33069.5
655,2,32.4,180.0
656,1,28.55,188.43
657,2,38.0,239.0
658,3,56.0,249.0
659,2,52.0,249.0
660,2,47.0,290.0
661,2,57.0,300.0
662,3,47.0,313.5
663,3,47.0,313.5
664,3,53.5,323.675
665,3,64.18,325.0
666,3,53.67,329.0
667,4,58.9,329.84
668,3,49.92,338.0
669,3,62.0,339.0
670,2,50.0,339.0
671,2,47.0,349.0
672,3,57.0,349.408
673,3,62.58,350.0
674,3,67.0,350.0
675,2,56.3,369.0
676,3,65.22,419.0
677,3,64.61,419.965
678,3,62.4,436.8
679,4,82.1,444.0
680,3,69.1,449.0
681,3,80.34,450.0
682,3,88.0,479.0
683,3,65.0,485.0
684,4,93.49,499.0
685,3,96.0,499.0
686,4,94.17,504.0
687,4,112.0,640.0
688,2,66.0,690.0
689,4,111.1,769.0
690,2,36.53,200.915
691,2,36.66,201.63
692,2,39.98,214.39
693,2,37.0,233.0
694,2,38.0,238.0
695,2,52.0,249.0
696,3,48.39,266.145
697,3,55.0,270.0
698,2,47.21,275.0
699,2,48.0,275.0
700,3,50.38,277.09
701,3,50.52,277.86
702,2,52.0,279.0
703,2,45.53,279.0
704,3,51.84,285.12
705,3,51.97,285.835
706,3,52.19,287.045
707,2,52.0,289.0
708,2,49.8,298.8
709,2,47.0,299.0
710,3,46.67,303.355
711,2,47.0,309.0
712,2,52.39,325.0
713,3,47.0,328.5
714,2,62.0,339.0
715,3,60.0,340.0
716,3,69.0,349.0
717,2,53.25,365.0
718,4,59.42,374.346
719,3,57.81,375.765
720,3,58.16,378.04
721,3,58.42,379.73
722,2,61.0,389.0
723,3,69.07,404.06
724,3,62.0,419.0
725,3,75.0,430.0
726,3,59.16,450.0
727,2,55.0,458.0
728,3,94.0,460.0
729,4,73.25,473.6
730,3,95.0,490.0
731,3,85.56,496.0
732,3,90.0,679.0
733,5,112.0,940.0
734,2,31.0,183.0
735,2,38.0,205.0
736,2,39.2,238.998
737,1,35.74,239.0
738,2,32.81,243.0
739,2,32.81,246.0
740,2,44.28,247.525
741,2,52.0,249.0
742,2,35.99,249.0
743,2,44.94,249.739
744,2,47.58,249.795
745,2,47.42,253.697
746,2,39.0,260.0
747,2,43.69,264.0
748,2,49.8,265.0
749,2,47.7,275.0
750,2,39.9,278.0
751,2,48.0,279.0
752,2,43.37,279.0
753,2,41.8,285.0
754,2,41.8,285.0
755,2,41.8,285.0
756,2,41.8,285.0
757,2,44.94,289.0
758,2,45.53,289.0
759,2,41.32,289.0
760,2,41.32,289.0
761,2,44.94,289.0
762,2,45.98,289.0
763,2,46.12,289.0
764,2,44.8,294.0
765,2,44.94,294.0
766,2,46.35,294.0
767,2,46.12,294.0
768,2,51.0,295.0
769,2,45.31,295.0
770,2,39.0,299.0
771,2,43.33,299.0
772,2,44.8,299.0
773,2,44.94,299.0
774,2,45.67,299.0
775,2,44.94,299.0
776,2,45.98,299.0
777,2,46.35,299.0
778,2,46.12,299.0
779,2,44.8,303.0
780,2,44.94,303.0
781,2,43.24,303.0
782,2,45.67,303.0
783,2,44.94,303.0
784,2,46.35,303.0
785,2,44.8,306.0
786,2,44.94,306.0
787,2,45.67,306.0
788,2,44.94,306.0
789,2,45.98,306.0
790,2,46.35,306.0
791,2,46.12,306.0
792,3,75.1,309.0
793,2,44.8,309.0
794,2,44.94,309.0
795,2,45.67,309.0
796,2,44.94,309.0
797,2,45.98,309.0
798,2,46.35,309.0
799,3,67.28,310.0
800,3,48.25,310.0
801,2,47.09,310.0
802,3,55.78,311.81
803,2,46.35,314.0
804,2,46.12,314.0
805,2,61.0,319.0
806,2,46.53,319.0
807,2,48.1,324.0
808,3,57.1,324.9
809,3,63.0,325.0
810,2,48.59,329.0
811,3,47.0,333.0
812,2,48.49,334.0
813,3,63.6,336.0
814,2,58.0,345.0
815,3,54.87,347.0
816,3,53.95,349.0
817,3,56.6,354.0
818,3,56.71,354.0
819,3,56.31,354.0
820,3,55.97,354.0
821,2,52.9,359.0
822,3,56.71,359.0
823,3,56.32,359.0
824,3,55.79,359.0
825,3,57.55,359.0
826,3,56.6,364.0
827,3,56.32,364.0
828,3,58.26,364.0
829,3,56.6,369.0
830,3,56.71,369.0
831,3,56.32,369.0
832,3,57.39,369.0
833,3,59.68,369.0
834,3,55.13,369.0
835,3,59.07,372.0
836,3,56.6,374.0
837,3,56.71,374.0
838,3,56.32,374.0
839,4,82.0,375.0
840,2,58.99,379.0
841,3,56.71,379.0
842,3,56.32,379.0
843,3,57.83,379.0
844,3,59.28,379.0
845,3,54.0,380.0
846,3,65.0,380.0
847,3,56.6,384.0
848,3,56.71,384.0
849,3,56.32,384.0
850,3,57.83,384.0
851,3,59.28,384.0
852,3,59.07,384.0
853,3,60.95,384.0
854,3,57.67,385.0
855,3,59.57,387.0
856,3,61.54,388.0
857,3,61.68,389.0
858,3,57.83,389.0
859,3,59.28,389.0
860,3,59.07,389.0
861,3,60.95,390.0
862,3,59.57,393.0
863,3,63.01,394.0
864,3,61.68,394.0
865,3,57.83,394.0
866,3,59.28,394.0
867,3,55.7,395.47
868,3,60.95,396.0
869,3,76.0,399.0
870,3,63.02,399.0
871,3,62.65,399.0
872,3,61.68,399.0
873,3,63.67,399.0
874,3,59.28,399.0
875,3,62.14,399.0
876,3,63.53,399.0
877,3,63.02,404.0
878,3,62.65,404.0
879,3,66.41,404.0
880,3,65.77,404.0
881,3,62.14,404.0
882,3,63.53,404.0
883,3,65.69,404.0
884,3,62.98,409.0
885,3,63.02,409.0
886,3,62.65,409.0
887,3,63.02,409.0
888,3,62.65,409.0
889,3,66.74,409.0
890,3,61.68,409.0
891,3,65.77,409.0
892,3,62.14,409.0
893,3,63.53,409.0
894,3,68.82,409.0
895,3,68.82,409.0
896,3,69.62,410.0
897,3,63.02,414.0
898,3,61.68,414.0
899,3,65.77,414.0
900,3,66.76,414.0
901,3,62.14,414.0
902,3,64.77,414.0
903,3,69.63,414.0
904,3,68.82,416.0
905,3,63.02,419.0
906,3,62.65,419.0
907,3,66.74,419.0
908,3,65.77,419.0
909,3,62.14,419.0
910,3,65.7,419.0
911,3,64.77,419.0
912,3,69.65,421.0
913,3,66.74,424.0
914,3,65.77,424.0
915,3,62.14,424.0
916,3,65.7,424.0
917,3,66.74,429.0
918,3,65.77,429.0
919,3,63.53,429.0
920,3,64.77,429.0
921,3,69.65,429.0
922,3,80.0,430.0
923,3,62.14,430.0
924,3,58.0,430.0
925,3,68.82,430.0
926,3,66.74,434.0
927,3,65.77,434.0
928,3,64.77,434.0
929,3,70.96,434.0
930,3,63.34,435.0
931,3,68.81,437.0
932,4,84.0,439.0
933,3,70.96,439.0
934,3,69.61,439.0
935,3,69.65,442.0
936,5,90.0,449.0
937,3,70.96,449.0
938,3,69.65,449.0
939,2,55.0,460.0
940,4,70.21,460.0
941,4,74.0,465.0
942,3,85.0,489.0
943,4,76.0,499.0
944,3,70.0,499.0
945,4,82.79,514.0
946,4,82.79,526.0
947,4,82.79,532.0
948,4,88.44,539.0
949,4,82.52,539.0
950,4,87.64,545.0
951,4,88.44,545.0
952,4,89.26,545.0
953,3,72.0,548.0
954,4,88.44,551.0
955,4,88.44,557.0
956,4,89.26,558.0
957,4,88.85,561.0
958,4,88.44,563.0
959,4,89.26,565.0
960,4,88.85,567.0
961,4,88.44,569.0
962,4,89.26,572.0
963,4,88.85,579.0
964,3,89.0,590.0
965,3,70.0,600.0
966,3,93.0,735.0
967,2,71.57,751.485
968,4,111.1,769.0
969,4,113.33,770.0
970,3,83.04,772.272
971,4,83.0,1200.0
972,5,163.0,1290.0
973,2,40.0,169.0
974,2,34.79,184.387
975,2,35.14,186.242
976,2,36.93,195.729
977,2,38.98,206.594
978,2,39.25,208.025
979,2,38.0,209.0
980,2,35.42,247.94
981,2,52.0,249.0
982,2,37.35,250.245
983,3,47.76,253.128
984,2,36.35,254.45
985,2,37.09,255.921
986,2,37.1,255.99
987,2,37.1,255.99
988,2,37.33,257.577
989,3,49.45,262.085
990,3,49.48,262.244
991,3,49.63,263.039
992,2,46.0,267.0
993,2,38.8,267.72
994,2,38.8,267.72
995,3,48.0,270.0
996,3,52.1,276.13
997,2,48.0,279.0
998,2,48.0,280.0
999,2,43.34,280.15
1000,1,27.74,281.838
1001,1,27.74,281.838
1002,1,27.0,282.15
1003,1,27.05,288.624
1004,2,71.0,290.0
1005,2,43.32,293.146
1006,2,46.89,295.407
1007,2,43.1,297.0
1008,2,47.4,298.62
1009,2,60.9,300.0
1010,3,48.1,300.0
1011,4,57.26,303.478
1012,1,31.98,303.81
1013,2,63.0,305.0
1014,2,51.45,306.591
1015,2,50.09,308.604
1016,2,49.25,313.378
1017,2,50.99,314.149
1018,3,49.57,315.0
1019,2,49.58,317.312
1020,2,50.15,319.104
1021,2,50.16,319.168
1022,2,49.78,321.778
1023,2,50.58,321.841
1024,2,49.94,322.812
1025,3,57.1,324.9
1026,3,52.0,325.0
1027,2,50.72,327.854
1028,3,55.02,329.0
1029,2,58.0,330.0
1030,2,49.98,333.167
1031,2,52.96,333.648
1032,2,50.88,334.027
1033,2,50.42,336.1
1034,3,64.0,339.0
1035,3,56.5,343.0
1036,2,38.0,350.0
1037,3,68.0,351.0
1038,3,60.18,359.0
1039,3,60.61,359.0
1040,2,54.39,360.44
1041,3,55.88,365.0
1042,3,60.0,365.0
1043,2,53.33,369.0
1044,5,84.0,380.0
1045,3,59.0,384.0
1046,4,67.0,384.0
1047,4,64.5,384.0
1048,3,54.0,385.0
1049,3,57.0,398.0
1050,3,80.0,398.0
1051,3,62.22,402.19
1052,2,62.37,403.16
1053,2,43.99,407.567
1054,3,75.0,410.0
1055,2,43.72,410.968
1056,2,83.5,415.0
1057,3,71.0,420.0
1058,3,69.63,424.855
1059,3,63.34,425.0
1060,3,60.86,426.02
1061,3,68.65,429.886
1062,3,69.03,432.266
1063,3,62.02,434.14
1064,3,72.72,435.236
1065,3,68.35,448.718
1066,3,68.67,450.819
1067,3,68.0,459.0
1068,3,73.8,462.136
1069,3,71.58,462.693
1070,3,60.0,465.0
1071,1,71.07,466.575
1072,3,72.67,469.739
1073,3,73.58,475.621
1074,3,83.0,479.0
1075,4,89.3,489.0
1076,3,95.0,580.0
1077,1,93.35,593.986
1078,1,93.49,594.877
1079,1,94.19,599.331
1080,1,94.2,599.395
1081,4,107.0,629.0
1082,3,109.75,676.17
1083,3,80.04,1400.0
1084,1,43.0,176.0
1085,1,43.0,176.0
1086,2,31.0,185.0
1087,1,27.0,188.0
1088,1,28.0,218.5
1089,2,38.0,238.0
1090,2,41.9,243.003
1091,2,50.0,260.0
1092,2,45.3,262.722
1093,2,45.3,262.722
1094,2,47.7,266.643
1095,2,41.8,285.0
1096,2,47.2,297.36
1097,3,57.43,298.636
1098,2,47.0,299.0
1099,3,66.0,299.999
1100,3,58.0,309.0
1101,2,56.29,310.0
1102,3,56.56,316.17
1103,3,44.84,325.0
1104,2,53.0,338.0
1105,3,60.3,359.69
1106,2,56.0,360.0
1107,3,60.09,373.068
1108,2,48.0,375.0
1109,4,76.0,379.0
1110,4,66.6,379.0
1111,2,56.0,386.0
1112,2,56.0,386.0
1113,2,56.0,386.0
1114,2,58.17,387.0
1115,4,75.1,389.0
1116,3,70.0,400.0
1117,3,79.24,429.0
1118,3,75.2,430.0
1119,3,62.4,436.8
1120,4,84.0,440.0
1121,3,64.0,445.0
1122,4,85.0,469.0
1123,3,86.0,499.0
1124,4,105.25,505.0
1125,3,75.0,529.0
1126,2,150.0,549.0
1127,4,119.0,599.0
1128,6,260.0,750.0
1129,4,78.0,830.0
1130,4,140.0,850.0
1131,1,20.0,159.0
1132,1,25.5,160.0
1133,1,34.0,189.0
1134,1,26.0,208.0
1135,2,41.2,216.5
1136,1,30.06,230.0
1137,1,29.8,239.0
1138,2,40.52,255.276
1139,2,39.62,257.53
1140,2,50.0,259.0
1141,2,47.32,264.519
1142,2,47.23,264.519
1143,2,47.62,266.196
1144,2,47.66,266.419
1145,2,60.0,269.0
1146,2,40.82,285.74
1147,2,48.0,299.0
1148,3,92.0,300.0
1149,2,50.09,308.604
1150,3,55.78,311.81
